NodeLabel	Cluster	Type	AncLabel	Tree	UStage
A149.HMF10|Node1375/0/91	5	LUG	A149.HMF10|Node1375/0/91	A149.HMF10	 72-82|proximal convoluted tubule
A149.HMF10|Node1379/94.3/100	5	LUG	A149.HMF10|Node1379/94.3/100	A149.HMF10	 72-82|proximal convoluted tubule
A149.HMF10|Node1382/91.1/99	20	LUG	A149.HMF10|Node1382/91.1/99	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node1372/88/100	10	LUG	A149.HMF10|Node1372/88/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node1353/98.2/100	13	LUG	A149.HMF10|Node1353/98.2/100	A149.HMF10	 96-106|fin mesenchyme
A149.HMF10|Node1346/77.8/97	30	LUG	A149.HMF10|Node1346/77.8/97	A149.HMF10	 84-94|ventral forebrain
A149.HMF10|Node1347/87.8/99	6	LUG	A149.HMF10|Node1347/87.8/99	A149.HMF10	108-118|pharyngeal arch
A149.HMF10|Node1349/76/100	13	LUG	A149.HMF10|Node1349/76/100	A149.HMF10	108-118|pharyngeal arch
A149.HMF10|Node1362/98.4/100	27	LUG	A149.HMF10|Node1362/98.4/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node1386/79/96	2	LUG	A149.HMF10|Node1386/79/96	A149.HMF10	 48-58|epidermis
A149.HMF10|Node1393/0/36	25	LUG	A149.HMF10|Node1393/0/36	A149.HMF10	 48-58|progenitors
A149.HMF10|Node1394/0/90	25	Legacy	A149.HMF10|Node1393/0/36	A149.HMF10	 48-58|progenitors
A149.HMF10|Node1126/0/76	14	LUG	A149.HMF10|Node1126/0/76	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node1294/0/17	3	LUG	A149.HMF10|Node1294/0/17	A149.HMF10	 36-46|progenitors
A149.HMF10|Node1305/0/11	20	LUG	A149.HMF10|Node1305/0/11	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node1312/92.3/100	3	Legacy	A149.HMF10|Node1294/0/17	A149.HMF10	 36-46|progenitors
A149.HMF10|Node1318/81.5/99	3	LUG	A149.HMF10|Node1318/81.5/99	A149.HMF10	108-118|xanthophores
A149.HMF10|Node1266/85.9/64	20	LUG	A149.HMF10|Node1266/85.9/64	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node1267/78.2/98	20	Legacy	A149.HMF10|Node1266/85.9/64	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node1269/79.6/99	3	LUG	A149.HMF10|Node1269/79.6/99	A149.HMF10	 48-58|vasculature
A149.HMF10|Node1274/95.4/100	17	LUG	A149.HMF10|Node1274/95.4/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1257/90.8/99	22	LUG	A149.HMF10|Node1257/90.8/99	A149.HMF10	 14-21|progenitors
A149.HMF10|Node1150/94/95	17	LUG	A149.HMF10|Node1150/94/95	A149.HMF10	108-118|periderm
A149.HMF10|Node1167/90.5/35	17	Legacy	A149.HMF10|Node1150/94/95	A149.HMF10	108-118|periderm
A149.HMF10|Node1168/87.9/100	17	LUG	A149.HMF10|Node1168/87.9/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1169/75.8/100	17	LUG	A149.HMF10|Node1169/75.8/100	A149.HMF10	 36-46|epidermis
A149.HMF10|Node1170/91.3/100	28	LUG	A149.HMF10|Node1170/91.3/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node1171/92.1/100	2	LUG	A149.HMF10|Node1171/92.1/100	A149.HMF10	 36-46|epidermis
A149.HMF10|Node1182/87/100	28	LUG	A149.HMF10|Node1182/87/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1211/95.1/100	28	LUG	A149.HMF10|Node1211/95.1/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1185/82.9/100	28	LUG	A149.HMF10|Node1185/82.9/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1208/85.3/100	28	LUG	A149.HMF10|Node1208/85.3/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node1188/0/94	28	LUG	A149.HMF10|Node1188/0/94	A149.HMF10	120|periderm
A149.HMF10|Node1200/83.9/100	28	LUG	A149.HMF10|Node1200/83.9/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node1213/85.5/100	17	Legacy	A149.HMF10|Node1150/94/95	A149.HMF10	108-118|periderm
A149.HMF10|Node1214/97.1/100	28	LUG	A149.HMF10|Node1214/97.1/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node1215/92/100	28	LUG	A149.HMF10|Node1215/92/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node1154/90.7/100	28	LUG	A149.HMF10|Node1154/90.7/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1162/86.2/88	28	LUG	A149.HMF10|Node1162/86.2/88	A149.HMF10	 96-106|periderm
A149.HMF10|Node1220/70.2/99	19	LUG	A149.HMF10|Node1220/70.2/99	A149.HMF10	108-118|cerebellum
A149.HMF10|Node1230/84.3/100	3	LUG	A149.HMF10|Node1230/84.3/100	A149.HMF10	 48-58|retinal ganglion cells
A149.HMF10|Node1235/86.6/100	4	LUG	A149.HMF10|Node1235/86.6/100	A149.HMF10	 14-21|presomitic mesoderm
A149.HMF10|Node1239/94/100	3	LUG	A149.HMF10|Node1239/94/100	A149.HMF10	 48-58|neurons
A149.HMF10|Node1243/99.1/100	4	LUG	A149.HMF10|Node1243/99.1/100	A149.HMF10	120|hematopoietic stem cell
A149.HMF10|Node1252/65.5/30	3	LUG	A149.HMF10|Node1252/65.5/30	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1254/97.6/100	20	LUG	A149.HMF10|Node1254/97.6/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1075/91.3/100	4	LUG	A149.HMF10|Node1075/91.3/100	A149.HMF10	  7-9|ectoderm
A149.HMF10|Node1086/0/56	4	LUG	A149.HMF10|Node1086/0/56	A149.HMF10	 48-58|diencephalon
A149.HMF10|Node1083/85.4/100	4	LUG	A149.HMF10|Node1083/85.4/100	A149.HMF10	 36-46|granulocytes
A149.HMF10|Node1050/0/99	5	LUG	A149.HMF10|Node1050/0/99	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1051/95.4/100	5	LUG	A149.HMF10|Node1051/95.4/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1054/90.7/100	5	LUG	A149.HMF10|Node1054/90.7/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1056/93.1/100	4	LUG	A149.HMF10|Node1056/93.1/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node1070/0/99	6	LUG	A149.HMF10|Node1070/0/99	A149.HMF10	 14-21|cardiac mesenchyme
A149.HMF10|Node1027/76/100	5	LUG	A149.HMF10|Node1027/76/100	A149.HMF10	 60-70|liver
A149.HMF10|Node1022/91.8/78	3	LUG	A149.HMF10|Node1022/91.8/78	A149.HMF10	108-118|vasculature
A149.HMF10|Node999/70.2/100	3	LUG	A149.HMF10|Node999/70.2/100	A149.HMF10	 48-58|neurons
A149.HMF10|Node1000/74.9/100	27	LUG	A149.HMF10|Node1000/74.9/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node1001/77.8/100	27	LUG	A149.HMF10|Node1001/77.8/100	A149.HMF10	108-118|periderm
A149.HMF10|Node1003/92.8/100	3	LUG	A149.HMF10|Node1003/92.8/100	A149.HMF10	 36-46|hematopoietic stem cell
A149.HMF10|Node1008/76.9/100	5	LUG	A149.HMF10|Node1008/76.9/100	A149.HMF10	 96-106|liver
A149.HMF10|Node1009/92.6/100	5	Legacy	A149.HMF10|Node1008/76.9/100	A149.HMF10	 96-106|liver
A149.HMF10|Node1012/84.8/100	1	LUG	A149.HMF10|Node1012/84.8/100	A149.HMF10	 60-70|hematopoietic stem cell
A149.HMF10|Node1035/91.6/99	4	LUG	A149.HMF10|Node1035/91.6/99	A149.HMF10	120|hematopoietic stem cell
A149.HMF10|Node1093/75.7/35	9	LUG	A149.HMF10|Node1093/75.7/35	A149.HMF10	 36-46|migratory muscle precursors
A149.HMF10|Node1094/78.6/57	9	Legacy	A149.HMF10|Node1093/75.7/35	A149.HMF10	 36-46|migratory muscle precursors
A149.HMF10|Node1101/0/32	9	LUG	A149.HMF10|Node1101/0/32	A149.HMF10	  7-9|neural plate
A149.HMF10|Node1102/73.7/81	30	LUG	A149.HMF10|Node1102/73.7/81	A149.HMF10	120|neurons
A149.HMF10|Node759/91.3/100	27	LUG	A149.HMF10|Node759/91.3/100	A149.HMF10	108-118|periderm
A149.HMF10|Node760/90.2/100	27	LUG	A149.HMF10|Node760/90.2/100	A149.HMF10	108-118|periderm
A149.HMF10|Node698/75.8/100	2	LUG	A149.HMF10|Node698/75.8/100	A149.HMF10	 36-46|epidermis
A149.HMF10|Node690/92.7/100	10	LUG	A149.HMF10|Node690/92.7/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node693/99.6/100	13	LUG	A149.HMF10|Node693/99.6/100	A149.HMF10	108-118|pharyngeal arch
A149.HMF10|Node618/84.8/96	17	LUG	A149.HMF10|Node618/84.8/96	A149.HMF10	 36-46|progenitors
A149.HMF10|Node620/98.7/99	10	LUG	A149.HMF10|Node620/98.7/99	A149.HMF10	 84-94|periderm
A149.HMF10|Node621/83/100	10	LUG	A149.HMF10|Node621/83/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node622/79.9/92	17	Legacy	A149.HMF10|Node618/84.8/96	A149.HMF10	 36-46|progenitors
A149.HMF10|Node623/74.7/92	17	LUG	A149.HMF10|Node623/74.7/92	A149.HMF10	 36-46|progenitors
A149.HMF10|Node624/87.8/100	17	LUG	A149.HMF10|Node624/87.8/100	A149.HMF10	 36-46|progenitors
A149.HMF10|Node684/92.8/99	27	LUG	A149.HMF10|Node684/92.8/99	A149.HMF10	 96-106|periderm
A149.HMF10|Node631/80.8/26	23	LUG	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node635/76.2/8	23	Legacy	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node677/89.5/99	13	LUG	A149.HMF10|Node677/89.5/99	A149.HMF10	108-118|pharyngeal arch
A149.HMF10|Node639/79.7/18	23	Legacy	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node641/0/25	23	Legacy	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node667/0/26	23	LUG	A149.HMF10|Node667/0/26	A149.HMF10	 60-70|pharyngeal arch
A149.HMF10|Node644/91.6/84	24	LUG	A149.HMF10|Node644/91.6/84	A149.HMF10	 84-94|retinal ganglion cells
A149.HMF10|Node655/70.8/98	24	LUG	A149.HMF10|Node655/70.8/98	A149.HMF10	108-118|olfactory receptor neurons
A149.HMF10|Node647/64.5/86	24	Legacy	A149.HMF10|Node644/91.6/84	A149.HMF10	 84-94|retinal ganglion cells
A149.HMF10|Node649/73.3/86	24	Legacy	A149.HMF10|Node644/91.6/84	A149.HMF10	 84-94|retinal ganglion cells
A149.HMF10|Node651/36.8/76	24	LUG	A149.HMF10|Node651/36.8/76	A149.HMF10	 84-94|retinal ganglion cells
A149.HMF10|Node652/83/77	19	LUG	A149.HMF10|Node652/83/77	A149.HMF10	108-118|cerebellum
A149.HMF10|Node661/85.9/65	23	Legacy	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node662/86.2/98	6	LUG	A149.HMF10|Node662/86.2/98	A149.HMF10	 84-94|pharyngeal arch
A149.HMF10|Node671/77.1/23	23	LUG	A149.HMF10|Node671/77.1/23	A149.HMF10	 24-34|hindbrain
A149.HMF10|Node675/98.4/100	6	LUG	A149.HMF10|Node675/98.4/100	A149.HMF10	120|stromal cells
A149.HMF10|Node679/41.3/9	23	Legacy	A149.HMF10|Node631/80.8/26	A149.HMF10	 48-58|neurons
A149.HMF10|Node681/79.9/95	27	LUG	A149.HMF10|Node681/79.9/95	A149.HMF10	 96-106|periderm
A149.HMF10|Node682/97/95	27	Legacy	A149.HMF10|Node681/79.9/95	A149.HMF10	 96-106|periderm
A149.HMF10|Node605/98.7/100	19	LUG	A149.HMF10|Node605/98.7/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node610/85.1/86	23	LUG	A149.HMF10|Node610/85.1/86	A149.HMF10	 36-46|progenitors
A149.HMF10|Node708/91.3/99	14	LUG	A149.HMF10|Node708/91.3/99	A149.HMF10	 24-34|progenitors
A149.HMF10|Node712/83.4/100	22	LUG	A149.HMF10|Node712/83.4/100	A149.HMF10	 14-21|presomitic mesoderm
A149.HMF10|Node745/0/100	14	LUG	A149.HMF10|Node745/0/100	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node733/81.2/33	20	LUG	A149.HMF10|Node733/81.2/33	A149.HMF10	 14-21|somite
A149.HMF10|Node734/73.3/39	20	LUG	A149.HMF10|Node734/73.3/39	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node754/94/100	13	LUG	A149.HMF10|Node754/94/100	A149.HMF10	108-118|periocular mesenchyme
A149.HMF10|Node807/80.9/100	27	LUG	A149.HMF10|Node807/80.9/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node801/96.4/100	20	LUG	A149.HMF10|Node801/96.4/100	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node802/96.8/100	6	LUG	A149.HMF10|Node802/96.8/100	A149.HMF10	 84-94|pharyngeal arch
A149.HMF10|Node778/92.4/99	3	LUG	A149.HMF10|Node778/92.4/99	A149.HMF10	 24-34|progenitors
A149.HMF10|Node786/99.9/100	34	LUG	A149.HMF10|Node786/99.9/100	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node780/70.1/98	3	LUG	A149.HMF10|Node780/70.1/98	A149.HMF10	 36-46|progenitors
A149.HMF10|Node783/93.3/100	5	LUG	A149.HMF10|Node783/93.3/100	A149.HMF10	108-118|retinal bipolar cells
A149.HMF10|Node787/76.4/79	30	LUG	A149.HMF10|Node787/76.4/79	A149.HMF10	120|neurons
A149.HMF10|Node789/91.3/98	4	LUG	A149.HMF10|Node789/91.3/98	A149.HMF10	 48-58|macrophages
A149.HMF10|Node794/0/15	4	LUG	A149.HMF10|Node794/0/15	A149.HMF10	 48-58|macrophages
A149.HMF10|Node795/0/3	4	LUG	A149.HMF10|Node795/0/3	A149.HMF10	120|hematopoietic stem cell
A149.HMF10|Node849/86.7/99	17	LUG	A149.HMF10|Node849/86.7/99	A149.HMF10	 84-94|periderm
A149.HMF10|Node851/84/65	27	LUG	A149.HMF10|Node851/84/65	A149.HMF10	 96-106|periderm
A149.HMF10|Node825/91.1/95	9	LUG	A149.HMF10|Node825/91.1/95	A149.HMF10	 60-70|photoreceptors
A149.HMF10|Node827/91.5/100	9	LUG	A149.HMF10|Node827/91.5/100	A149.HMF10	 24-34|progenitors
A149.HMF10|Node831/0/32	4	LUG	A149.HMF10|Node831/0/32	A149.HMF10	 14-21|progenitors
A149.HMF10|Node832/86.6/100	4	LUG	A149.HMF10|Node832/86.6/100	A149.HMF10	 14-21|progenitors
A149.HMF10|Node833/83.4/98	4	LUG	A149.HMF10|Node833/83.4/98	A149.HMF10	 24-34|progenitors
A149.HMF10|Node840/0/30	9	LUG	A149.HMF10|Node840/0/30	A149.HMF10	 60-70|photoreceptors
A149.HMF10|Node845/53.8/99	9	LUG	A149.HMF10|Node845/53.8/99	A149.HMF10	 36-46|migratory muscle precursors
A149.HMF10|Node814/78.6/83	12	LUG	A149.HMF10|Node814/78.6/83	A149.HMF10	 24-34|progenitors
A149.HMF10|Node821/72.8/100	12	Legacy	A149.HMF10|Node814/78.6/83	A149.HMF10	 24-34|progenitors
A149.HMF10|Node822/84/100	12	LUG	A149.HMF10|Node822/84/100	A149.HMF10	 36-46|progenitors
A149.HMF10|Node823/74.6/100	22	LUG	A149.HMF10|Node823/74.6/100	A149.HMF10	 14-21|progenitors
A149.HMF10|Node824/92.8/100	22	LUG	A149.HMF10|Node824/92.8/100	A149.HMF10	 14-21|progenitors
A149.HMF10|Node855/77.4/65	27	LUG	A149.HMF10|Node855/77.4/65	A149.HMF10	108-118|periderm
A149.HMF10|Node856/82.2/81	27	Legacy	A149.HMF10|Node855/77.4/65	A149.HMF10	108-118|periderm
A149.HMF10|Node857/70.1/93	27	LUG	A149.HMF10|Node857/70.1/93	A149.HMF10	108-118|periderm
A149.HMF10|Node859/93.5/100	32	LUG	A149.HMF10|Node859/93.5/100	A149.HMF10	 48-58|progenitors
A149.HMF10|Node951/85.9/100	27	LUG	A149.HMF10|Node951/85.9/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node952/75.1/100	27	LUG	A149.HMF10|Node952/75.1/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node953/85.4/100	1	LUG	A149.HMF10|Node953/85.4/100	A149.HMF10	108-118|retinal bipolar cells
A149.HMF10|Node938/88/99	28	LUG	A149.HMF10|Node938/88/99	A149.HMF10	108-118|periderm
A149.HMF10|Node944/87.3/98	9	LUG	A149.HMF10|Node944/87.3/98	A149.HMF10	108-118|ionocytes
A149.HMF10|Node956/80.6/68	2	LUG	A149.HMF10|Node956/80.6/68	A149.HMF10	 24-34|epidermis
A149.HMF10|Node962/78.4/100	24	LUG	A149.HMF10|Node962/78.4/100	A149.HMF10	108-118|mucous secreting
A149.HMF10|Node923/30.3/68	5	LUG	A149.HMF10|Node923/30.3/68	A149.HMF10	 96-106|liver
A149.HMF10|Node924/96.8/100	5	LUG	A149.HMF10|Node924/96.8/100	A149.HMF10	 60-70|liver
A149.HMF10|Node929/78.5/73	7	LUG	A149.HMF10|Node929/78.5/73	A149.HMF10	108-118|periderm
A149.HMF10|Node933/26.2/39	2	LUG	A149.HMF10|Node933/26.2/39	A149.HMF10	 36-46|epidermis
A149.HMF10|Node880/99.7/100	18	LUG	A149.HMF10|Node880/99.7/100	A149.HMF10	 60-70|hematopoietic stem cell
A149.HMF10|Node914/88.5/100	13	LUG	A149.HMF10|Node914/88.5/100	A149.HMF10	120|mesenchyme
A149.HMF10|Node915/45/99	13	LUG	A149.HMF10|Node915/45/99	A149.HMF10	108-118|pharyngeal arch
A149.HMF10|Node889/88.6/100	22	LUG	A149.HMF10|Node889/88.6/100	A149.HMF10	 14-21|presomitic mesoderm
A149.HMF10|Node893/90.5/91	24	LUG	A149.HMF10|Node893/90.5/91	A149.HMF10	108-118|periderm
A149.HMF10|Node898/72.5/100	24	Legacy	A149.HMF10|Node893/90.5/91	A149.HMF10	108-118|periderm
A149.HMF10|Node899/77.8/100	24	LUG	A149.HMF10|Node899/77.8/100	A149.HMF10	108-118|periderm
A149.HMF10|Node900/82.4/100	24	LUG	A149.HMF10|Node900/82.4/100	A149.HMF10	 84-94|ionocytes
A149.HMF10|Node904/78/95	24	LUG	A149.HMF10|Node904/78/95	A149.HMF10	108-118|periderm
A149.HMF10|Node905/77.5/100	9	LUG	A149.HMF10|Node905/77.5/100	A149.HMF10	 60-70|photoreceptors
A149.HMF10|Node906/76.6/100	9	Legacy	A149.HMF10|Node905/77.5/100	A149.HMF10	 60-70|photoreceptors
A149.HMF10|Node911/85.2/100	27	LUG	A149.HMF10|Node911/85.2/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node912/98.4/100	27	LUG	A149.HMF10|Node912/98.4/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node975/97.3/100	22	LUG	A149.HMF10|Node975/97.3/100	A149.HMF10	 14-21|progenitors
A149.HMF10|Node976/92/100	10	LUG	A149.HMF10|Node976/92/100	A149.HMF10	108-118|periderm
A149.HMF10|Node483/87.4/72	27	LUG	A149.HMF10|Node483/87.4/72	A149.HMF10	 84-94|periderm
A149.HMF10|Node492/91.3/100	25	LUG	A149.HMF10|Node492/91.3/100	A149.HMF10	 36-46|epidermis
A149.HMF10|Node464/83.5/64	5	LUG	A149.HMF10|Node464/83.5/64	A149.HMF10	 60-70|liver
A149.HMF10|Node472/0/99	5	LUG	A149.HMF10|Node472/0/99	A149.HMF10	 60-70|liver
A149.HMF10|Node504/69.2/77	27	LUG	A149.HMF10|Node504/69.2/77	A149.HMF10	 96-106|periderm
A149.HMF10|Node505/78.1/82	27	LUG	A149.HMF10|Node505/78.1/82	A149.HMF10	 96-106|periderm
A149.HMF10|Node506/78.4/83	27	LUG	A149.HMF10|Node506/78.4/83	A149.HMF10	 84-94|periderm
A149.HMF10|Node509/84.6/100	28	LUG	A149.HMF10|Node509/84.6/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node510/45.5/87	27	LUG	A149.HMF10|Node510/45.5/87	A149.HMF10	 84-94|periderm
A149.HMF10|Node515/95.7/100	27	LUG	A149.HMF10|Node515/95.7/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node527/94.7/100	5	LUG	A149.HMF10|Node527/94.7/100	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node519/49/97	14	LUG	A149.HMF10|Node519/49/97	A149.HMF10	120|meninges
A149.HMF10|Node520/90.3/98	14	LUG	A149.HMF10|Node520/90.3/98	A149.HMF10	120|meninges
A149.HMF10|Node522/86.1/98	28	LUG	A149.HMF10|Node522/86.1/98	A149.HMF10	 96-106|periderm
A149.HMF10|Node531/78.6/94	5	LUG	A149.HMF10|Node531/78.6/94	A149.HMF10	 60-70|liver
A149.HMF10|Node548/92.2/99	22	LUG	A149.HMF10|Node548/92.2/99	A149.HMF10	 14-21|progenitors
A149.HMF10|Node554/86.2/95	22	LUG	A149.HMF10|Node554/86.2/95	A149.HMF10	 24-34|progenitors
A149.HMF10|Node551/13.4/96	4	LUG	A149.HMF10|Node551/13.4/96	A149.HMF10	 14-21|progenitors
A149.HMF10|Node540/0/97	34	LUG	A149.HMF10|Node540/0/97	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node541/86.2/100	34	LUG	A149.HMF10|Node541/86.2/100	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node545/73.3/92	1	LUG	A149.HMF10|Node545/73.3/92	A149.HMF10	108-118|retinal bipolar cells
A149.HMF10|Node546/90.7/100	30	LUG	A149.HMF10|Node546/90.7/100	A149.HMF10	108-118|retinal bipolar cells
A149.HMF10|Node557/78.7/97	17	LUG	A149.HMF10|Node557/78.7/97	A149.HMF10	 60-70|retinal progenitors
A149.HMF10|Node561/80.2/99	14	LUG	A149.HMF10|Node561/80.2/99	A149.HMF10	 36-46|progenitors
A149.HMF10|Node563/77.4/100	9	LUG	A149.HMF10|Node563/77.4/100	A149.HMF10	 14-21|lens
A149.HMF10|Node570/64.9/94	2	LUG	A149.HMF10|Node570/64.9/94	A149.HMF10	 36-46|epidermis
A149.HMF10|Node575/95.8/99	10	LUG	A149.HMF10|Node575/95.8/99	A149.HMF10	 48-58|neurons
A149.HMF10|Node576/77.2/93	3	LUG	A149.HMF10|Node576/77.2/93	A149.HMF10	 48-58|motor neurons
A149.HMF10|Node579/87.4/92	3	Legacy	A149.HMF10|Node576/77.2/93	A149.HMF10	 48-58|motor neurons
A149.HMF10|Node583/97.2/100	20	LUG	A149.HMF10|Node583/97.2/100	A149.HMF10	 48-58|progenitors
A149.HMF10|Node584/97.1/100	10	LUG	A149.HMF10|Node584/97.1/100	A149.HMF10	 84-94|periderm
A149.HMF10|Node211/0/68	27	LUG	A149.HMF10|Node211/0/68	A149.HMF10	108-118|periderm
A149.HMF10|Node212/87.4/93	1	LUG	A149.HMF10|Node212/87.4/93	A149.HMF10	 60-70|retinal bipolar cells
A149.HMF10|Node204/86.4/98	27	LUG	A149.HMF10|Node204/86.4/98	A149.HMF10	 10-12|non-neural ectoderm
A149.HMF10|Node208/92.3/100	27	LUG	A149.HMF10|Node208/92.3/100	A149.HMF10	 96-106|periderm
A149.HMF10|Node200/78/93	23	LUG	A149.HMF10|Node200/78/93	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node202/90.4/96	6	LUG	A149.HMF10|Node202/90.4/96	A149.HMF10	108-118|stromal cells
A149.HMF10|Node260/77.6/97	3	LUG	A149.HMF10|Node260/77.6/97	A149.HMF10	108-118|mural cell
A149.HMF10|Node234/78.1/86	19	LUG	A149.HMF10|Node234/78.1/86	A149.HMF10	 60-70|retinal progenitors
A149.HMF10|Node240/0/13	5	LUG	A149.HMF10|Node240/0/13	A149.HMF10	 84-94|liver
A149.HMF10|Node241/71.1/62	5	LUG	A149.HMF10|Node241/71.1/62	A149.HMF10	 84-94|liver
A149.HMF10|Node242/92.1/100	5	Legacy	A149.HMF10|Node241/71.1/62	A149.HMF10	 84-94|liver
A149.HMF10|Node236/83.3/98	19	Legacy	A149.HMF10|Node234/78.1/86	A149.HMF10	 60-70|retinal progenitors
A149.HMF10|Node238/76.5/99	1	LUG	A149.HMF10|Node238/76.5/99	A149.HMF10	 36-46|slow muscle
A149.HMF10|Node246/78.9/100	19	LUG	A149.HMF10|Node246/78.9/100	A149.HMF10	 36-46|progenitors
A149.HMF10|Node250/93.8/100	20	LUG	A149.HMF10|Node250/93.8/100	A149.HMF10	 48-58|pharyngeal arch
A149.HMF10|Node286/75.8/100	34	LUG	A149.HMF10|Node286/75.8/100	A149.HMF10	 14-21|slow muscle
A149.HMF10|Node287/91.1/100	34	LUG	A149.HMF10|Node287/91.1/100	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node294/78.7/100	34	LUG	A149.HMF10|Node294/78.7/100	A149.HMF10	 60-70|retinal pigmented epithelium
A149.HMF10|Node276/46/93	5	LUG	A149.HMF10|Node276/46/93	A149.HMF10	 96-106|neurons
A149.HMF10|Node283/90.3/99	5	LUG	A149.HMF10|Node283/90.3/99	A149.HMF10	 60-70|liver
A149.HMF10|Node302/91.5/93	34	LUG	A149.HMF10|Node302/91.5/93	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node305/0/87	34	LUG	A149.HMF10|Node305/0/87	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node307/70.7/91	34	LUG	A149.HMF10|Node307/70.7/91	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node308/97.5/100	34	Legacy	A149.HMF10|Node307/70.7/91	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node309/86.9/100	34	LUG	A149.HMF10|Node309/86.9/100	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node310/72.7/100	34	LUG	A149.HMF10|Node310/72.7/100	A149.HMF10	108-118|vascular smooth muscle
A149.HMF10|Node313/83.4/99	11	LUG	A149.HMF10|Node313/83.4/99	A149.HMF10	  7-9|ectoderm
A149.HMF10|Node317/85.1/95	14	LUG	A149.HMF10|Node317/85.1/95	A149.HMF10	108-118|xanthophores
A149.HMF10|Node318/87.8/100	5	LUG	A149.HMF10|Node318/87.8/100	A149.HMF10	 60-70|liver
A149.HMF10|Node327/76.7/100	12	LUG	A149.HMF10|Node327/76.7/100	A149.HMF10	 36-46|progenitors
A149.HMF10|Node334/0/7	5	LUG	A149.HMF10|Node334/0/7	A149.HMF10	108-118|exocrine pancreas
A149.HMF10|Node338/76.5/100	19	LUG	A149.HMF10|Node338/76.5/100	A149.HMF10	 96-106|retinal bipolar cells
A149.HMF10|Node339/89.2/100	19	LUG	A149.HMF10|Node339/89.2/100	A149.HMF10	 96-106|retinal bipolar cells
A149.HMF10|Node341/95.1/100	30	LUG	A149.HMF10|Node341/95.1/100	A149.HMF10	108-118|neurons
A149.HMF10|Node345/96.9/98	28	LUG	A149.HMF10|Node345/96.9/98	A149.HMF10	 84-94|periderm
A149.HMF10|Node349/83.6/97	28	LUG	A149.HMF10|Node349/83.6/97	A149.HMF10	 84-94|periderm
A149.HMF10|Node443/91.7/93	4	LUG	A149.HMF10|Node443/91.7/93	A149.HMF10	 14-21|presomitic mesoderm
