NodeLabel	Cluster	Type	AncLabel	Tree	UStage
A127.HMF10|Node2767/82.5/89	12	LUG	A127.HMF10|Node2767/82.5/89	A127.HMF10	 24-34|progenitors
A127.HMF10|Node2770/82.7/99	4	LUG	A127.HMF10|Node2770/82.7/99	A127.HMF10	120|hematopoietic stem cell
A127.HMF10|Node2778/90.8/100	23	LUG	A127.HMF10|Node2778/90.8/100	A127.HMF10	 36-46|progenitors
A127.HMF10|Node2740/85.6/96	4	LUG	A127.HMF10|Node2740/85.6/96	A127.HMF10	 48-58|hematopoietic stem cell
A127.HMF10|Node2743/78.7/93	4	LUG	A127.HMF10|Node2743/78.7/93	A127.HMF10	108-118|macrophages
A127.HMF10|Node2752/0/13	4	LUG	A127.HMF10|Node2752/0/13	A127.HMF10	108-118|macrophages
A127.HMF10|Node2754/85.3/100	4	LUG	A127.HMF10|Node2754/85.3/100	A127.HMF10	 24-34|macrophages
A127.HMF10|Node2650/78.6/25	9	LUG	A127.HMF10|Node2650/78.6/25	A127.HMF10	 48-58|photoreceptors
A127.HMF10|Node2658/84.5/92	8	LUG	A127.HMF10|Node2658/84.5/92	A127.HMF10	120|periderm
A127.HMF10|Node2661/88.6/98	8	LUG	A127.HMF10|Node2661/88.6/98	A127.HMF10	120|periderm
A127.HMF10|Node2663/66.1/59	5	LUG	A127.HMF10|Node2663/66.1/59	A127.HMF10	108-118|liver
A127.HMF10|Node2665/0/33	8	LUG	A127.HMF10|Node2665/0/33	A127.HMF10	120|periderm
A127.HMF10|Node2632/85.5/100	3	LUG	A127.HMF10|Node2632/85.5/100	A127.HMF10	 60-70|retinal bipolar cells
A127.HMF10|Node2635/0/97	4	LUG	A127.HMF10|Node2635/0/97	A127.HMF10	108-118|granulocytes
A127.HMF10|Node2637/76.7/90	19	LUG	A127.HMF10|Node2637/76.7/90	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2643/89.4/100	19	LUG	A127.HMF10|Node2643/89.4/100	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2592/77.1/58	20	LUG	A127.HMF10|Node2592/77.1/58	A127.HMF10	108-118|progenitors
A127.HMF10|Node2594/80.5/97	20	Legacy	A127.HMF10|Node2592/77.1/58	A127.HMF10	108-118|progenitors
A127.HMF10|Node2598/79/98	19	LUG	A127.HMF10|Node2598/79/98	A127.HMF10	 96-106|neurons
A127.HMF10|Node2599/77.4/93	19	LUG	A127.HMF10|Node2599/77.4/93	A127.HMF10	 96-106|neurons
A127.HMF10|Node2585/84.1/81	6	LUG	A127.HMF10|Node2585/84.1/81	A127.HMF10	108-118|stromal cells
A127.HMF10|Node2579/78.3/100	20	LUG	A127.HMF10|Node2579/78.3/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2581/95/100	6	LUG	A127.HMF10|Node2581/95/100	A127.HMF10	108-118|stromal cells
A127.HMF10|Node2584/0/99	20	LUG	A127.HMF10|Node2584/0/99	A127.HMF10	108-118|stromal cells
A127.HMF10|Node2609/92.7/100	1	LUG	A127.HMF10|Node2609/92.7/100	A127.HMF10	108-118|retinal bipolar cells
A127.HMF10|Node2611/0/100	20	LUG	A127.HMF10|Node2611/0/100	A127.HMF10	 96-106|otic
A127.HMF10|Node2605/0/86	20	LUG	A127.HMF10|Node2605/0/86	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2606/90.1/100	22	LUG	A127.HMF10|Node2606/90.1/100	A127.HMF10	 14-21|progenitors
A127.HMF10|Node2617/85.6/72	21	LUG	A127.HMF10|Node2617/85.6/72	A127.HMF10	 84-94|pharyngeal arch
A127.HMF10|Node2618/93.6/100	13	LUG	A127.HMF10|Node2618/93.6/100	A127.HMF10	120|mesenchyme
A127.HMF10|Node2621/0/99	13	LUG	A127.HMF10|Node2621/0/99	A127.HMF10	108-118|pharyngeal arch
A127.HMF10|Node2505/83.6/85	14	LUG	A127.HMF10|Node2505/83.6/85	A127.HMF10	 48-58|progenitors
A127.HMF10|Node2509/72.7/80	14	Legacy	A127.HMF10|Node2505/83.6/85	A127.HMF10	 48-58|progenitors
A127.HMF10|Node2511/73.9/97	14	LUG	A127.HMF10|Node2511/73.9/97	A127.HMF10	 60-70|notochord
A127.HMF10|Node2512/86.3/100	15	LUG	A127.HMF10|Node2512/86.3/100	A127.HMF10	 24-34|liver
A127.HMF10|Node2514/79.6/97	21	LUG	A127.HMF10|Node2514/79.6/97	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2520/91.2/90	21	LUG	A127.HMF10|Node2520/91.2/90	A127.HMF10	 14-21|presomitic mesoderm
A127.HMF10|Node2526/76.5/100	25	LUG	A127.HMF10|Node2526/76.5/100	A127.HMF10	 36-46|epidermis
A127.HMF10|Node2528/98.8/100	2	LUG	A127.HMF10|Node2528/98.8/100	A127.HMF10	 84-94|epidermis
A127.HMF10|Node2531/99.8/100	18	LUG	A127.HMF10|Node2531/99.8/100	A127.HMF10	108-118|erythrocytes
A127.HMF10|Node2535/91.9/100	21	LUG	A127.HMF10|Node2535/91.9/100	A127.HMF10	 96-106|midbrain-hindbrain boundary
A127.HMF10|Node2536/75.6/100	21	LUG	A127.HMF10|Node2536/75.6/100	A127.HMF10	 96-106|midbrain-hindbrain boundary
A127.HMF10|Node2558/80.3/100	10	LUG	A127.HMF10|Node2558/80.3/100	A127.HMF10	 10-12|non-neural ectoderm
A127.HMF10|Node2563/0/21	2	LUG	A127.HMF10|Node2563/0/21	A127.HMF10	 84-94|epidermis
A127.HMF10|Node2552/76.3/100	27	LUG	A127.HMF10|Node2552/76.3/100	A127.HMF10	120|periderm
A127.HMF10|Node2289/0/26	2	LUG	A127.HMF10|Node2289/0/26	A127.HMF10	 14-21|epidermis
A127.HMF10|Node2270/88.4/100	1	LUG	A127.HMF10|Node2270/88.4/100	A127.HMF10	108-118|retinal bipolar cells
A127.HMF10|Node2276/98.2/100	4	LUG	A127.HMF10|Node2276/98.2/100	A127.HMF10	120|hematopoietic stem cell
A127.HMF10|Node2278/91.4/100	4	LUG	A127.HMF10|Node2278/91.4/100	A127.HMF10	 84-94|hematopoietic stem cell
A127.HMF10|Node235/79.6/100	23	LUG	A127.HMF10|Node235/79.6/100	A127.HMF10	 96-106|otic
A127.HMF10|Node237/0/100	18	LUG	A127.HMF10|Node237/0/100	A127.HMF10	 96-106|erythrocytes
A127.HMF10|Node238/75.6/100	9	LUG	A127.HMF10|Node238/75.6/100	A127.HMF10	 96-106|otic
A127.HMF10|Node216/84.2/97	24	LUG	A127.HMF10|Node216/84.2/97	A127.HMF10	 96-106|otic
A127.HMF10|Node204/0/48	18	LUG	A127.HMF10|Node204/0/48	A127.HMF10	 48-58|erythrocytes
A127.HMF10|Node174/86.2/98	14	LUG	A127.HMF10|Node174/86.2/98	A127.HMF10	108-118|radial glia
A127.HMF10|Node180/81.8/31	21	LUG	A127.HMF10|Node180/81.8/31	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node182/0/99	17	LUG	A127.HMF10|Node182/0/99	A127.HMF10	 48-58|progenitors
A127.HMF10|Node185/94.9/98	21	LUG	A127.HMF10|Node185/94.9/98	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node193/89.2/100	21	Legacy	A127.HMF10|Node185/94.9/98	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node197/0/98	18	LUG	A127.HMF10|Node197/0/98	A127.HMF10	 96-106|erythrocytes
A127.HMF10|Node191/87.6/100	21	LUG	A127.HMF10|Node191/87.6/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node192/83.3/100	13	LUG	A127.HMF10|Node192/83.3/100	A127.HMF10	108-118|pharyngeal arch
A127.HMF10|Node221/89.7/100	20	LUG	A127.HMF10|Node221/89.7/100	A127.HMF10	108-118|progenitors
A127.HMF10|Node141/88.2/100	6	LUG	A127.HMF10|Node141/88.2/100	A127.HMF10	108-118|pectoral fin bud
A127.HMF10|Node143/84.5/100	6	LUG	A127.HMF10|Node143/84.5/100	A127.HMF10	108-118|pectoral fin bud
A127.HMF10|Node145/92.3/100	4	LUG	A127.HMF10|Node145/92.3/100	A127.HMF10	120|hematopoietic stem cell
A127.HMF10|Node123/78.1/53	1	LUG	A127.HMF10|Node123/78.1/53	A127.HMF10	 60-70|progenitors
A127.HMF10|Node133/85.2/100	3	LUG	A127.HMF10|Node133/85.2/100	A127.HMF10	 48-58|neurons
A127.HMF10|Node135/0/41	18	LUG	A127.HMF10|Node135/0/41	A127.HMF10	120|erythrocytes
A127.HMF10|Node148/0/59	21	LUG	A127.HMF10|Node148/0/59	A127.HMF10	 84-94|xanthophores
A127.HMF10|Node150/88.2/86	21	Legacy	A127.HMF10|Node148/0/59	A127.HMF10	 84-94|xanthophores
A127.HMF10|Node153/75.9/84	21	LUG	A127.HMF10|Node153/75.9/84	A127.HMF10	 60-70|retinal pigmented epithelium
A127.HMF10|Node82/92.3/100	14	LUG	A127.HMF10|Node82/92.3/100	A127.HMF10	 60-70|meninges
A127.HMF10|Node87/98.6/100	21	LUG	A127.HMF10|Node87/98.6/100	A127.HMF10	 96-106|fin mesenchyme
A127.HMF10|Node113/73.5/99	9	LUG	A127.HMF10|Node113/73.5/99	A127.HMF10	 96-106|neurons
A127.HMF10|Node114/90.6/100	9	LUG	A127.HMF10|Node114/90.6/100	A127.HMF10	 36-46|slow muscle
A127.HMF10|Node93/82.8/49	14	LUG	A127.HMF10|Node93/82.8/49	A127.HMF10	 36-46|neurons
A127.HMF10|Node97/94.6/98	5	LUG	A127.HMF10|Node97/94.6/98	A127.HMF10	 96-106|liver
A127.HMF10|Node104/81.6/99	5	LUG	A127.HMF10|Node104/81.6/99	A127.HMF10	108-118|liver
A127.HMF10|Node105/80.6/99	5	LUG	A127.HMF10|Node105/80.6/99	A127.HMF10	108-118|liver
A127.HMF10|Node64/74.1/92	3	LUG	A127.HMF10|Node64/74.1/92	A127.HMF10	 60-70|progenitors
A127.HMF10|Node61/47.7/94	2	LUG	A127.HMF10|Node61/47.7/94	A127.HMF10	 14-21|epidermis
A127.HMF10|Node40/96.4/99	15	LUG	A127.HMF10|Node40/96.4/99	A127.HMF10	 84-94|neurons
A127.HMF10|Node41/56.6/99	15	LUG	A127.HMF10|Node41/56.6/99	A127.HMF10	 14-21|progenitors
A127.HMF10|Node46/76.7/89	9	LUG	A127.HMF10|Node46/76.7/89	A127.HMF10	 60-70|photoreceptors
A127.HMF10|Node51/77.9/100	9	LUG	A127.HMF10|Node51/77.9/100	A127.HMF10	 48-58|progenitors
A127.HMF10|Node55/77.9/100	26	LUG	A127.HMF10|Node55/77.9/100	A127.HMF10	108-118|periderm
A127.HMF10|Node2223/85.2/100	22	LUG	A127.HMF10|Node2223/85.2/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2226/88.3/100	22	Legacy	A127.HMF10|Node2223/85.2/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2228/96.5/100	22	LUG	A127.HMF10|Node2228/96.5/100	A127.HMF10	108-118|pectoral fin bud
A127.HMF10|Node2229/84.4/100	22	Legacy	A127.HMF10|Node2228/96.5/100	A127.HMF10	108-118|pectoral fin bud
A127.HMF10|Node2233/88.9/100	22	LUG	A127.HMF10|Node2233/88.9/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2235/90.8/100	22	Legacy	A127.HMF10|Node2233/88.9/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node2239/72.8/95	9	LUG	A127.HMF10|Node2239/72.8/95	A127.HMF10	 60-70|photoreceptors
A127.HMF10|Node2240/91.1/100	9	LUG	A127.HMF10|Node2240/91.1/100	A127.HMF10	 60-70|photoreceptors
A127.HMF10|Node2243/0/94	10	LUG	A127.HMF10|Node2243/0/94	A127.HMF10	  5-6|periderm
A127.HMF10|Node2020/41.6/9	2	LUG	A127.HMF10|Node2020/41.6/9	A127.HMF10	 24-34|epidermis
A127.HMF10|Node1996/0/100	2	LUG	A127.HMF10|Node1996/0/100	A127.HMF10	108-118|epidermis
A127.HMF10|Node1998/0/83	1	LUG	A127.HMF10|Node1998/0/83	A127.HMF10	 84-94|retinal bipolar cells
A127.HMF10|Node2007/78.3/100	18	LUG	A127.HMF10|Node2007/78.3/100	A127.HMF10	 36-46|motor neurons
A127.HMF10|Node2008/78/99	18	LUG	A127.HMF10|Node2008/78/99	A127.HMF10	 60-70|neurons
A127.HMF10|Node2011/92.7/97	5	LUG	A127.HMF10|Node2011/92.7/97	A127.HMF10	  7-9|ectoderm
A127.HMF10|Node2013/81.3/100	5	LUG	A127.HMF10|Node2013/81.3/100	A127.HMF10	  7-9|ectoderm
A127.HMF10|Node1962/93.9/100	20	LUG	A127.HMF10|Node1962/93.9/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node1964/97.6/100	13	LUG	A127.HMF10|Node1964/97.6/100	A127.HMF10	108-118|cartilage
A127.HMF10|Node1985/0/20	2	LUG	A127.HMF10|Node1985/0/20	A127.HMF10	108-118|epidermis
A127.HMF10|Node1756/54.3/53	23	LUG	A127.HMF10|Node1756/54.3/53	A127.HMF10	 48-58|progenitors
A127.HMF10|Node1760/75/93	23	LUG	A127.HMF10|Node1760/75/93	A127.HMF10	 36-46|notochord
A127.HMF10|Node1719/98.1/100	21	LUG	A127.HMF10|Node1719/98.1/100	A127.HMF10	 96-106|fin mesenchyme
A127.HMF10|Node1724/0/85	1	LUG	A127.HMF10|Node1724/0/85	A127.HMF10	 48-58|progenitors
A127.HMF10|Node1725/86.6/100	1	LUG	A127.HMF10|Node1725/86.6/100	A127.HMF10	 36-46|retinal progenitors
A127.HMF10|Node1727/90.8/100	1	LUG	A127.HMF10|Node1727/90.8/100	A127.HMF10	 36-46|retinal progenitors
A127.HMF10|Node1728/89.6/100	4	LUG	A127.HMF10|Node1728/89.6/100	A127.HMF10	 14-21|presomitic mesoderm
A127.HMF10|Node1730/77.9/79	20	LUG	A127.HMF10|Node1730/77.9/79	A127.HMF10	120|stromal cells
A127.HMF10|Node1774/95.3/100	13	LUG	A127.HMF10|Node1774/95.3/100	A127.HMF10	108-118|pharyngeal arch
A127.HMF10|Node1775/95.1/100	13	LUG	A127.HMF10|Node1775/95.1/100	A127.HMF10	120|pharyngeal arch
A127.HMF10|Node1780/90.1/97	25	LUG	A127.HMF10|Node1780/90.1/97	A127.HMF10	 84-94|epidermis
A127.HMF10|Node1786/86.6/100	2	LUG	A127.HMF10|Node1786/86.6/100	A127.HMF10	 36-46|epidermis
A127.HMF10|Node1790/81.7/72	1	LUG	A127.HMF10|Node1790/81.7/72	A127.HMF10	 36-46|progenitors
A127.HMF10|Node1801/83.6/69	21	LUG	A127.HMF10|Node1801/83.6/69	A127.HMF10	 14-21|presomitic mesoderm
A127.HMF10|Node1803/84.7/100	21	LUG	A127.HMF10|Node1803/84.7/100	A127.HMF10	 14-21|presomitic mesoderm
A127.HMF10|Node1817/88.9/100	1	LUG	A127.HMF10|Node1817/88.9/100	A127.HMF10	 36-46|ventral forebrain
A127.HMF10|Node1818/86.9/100	17	LUG	A127.HMF10|Node1818/86.9/100	A127.HMF10	 48-58|progenitors
A127.HMF10|Node1824/73.6/99	21	LUG	A127.HMF10|Node1824/73.6/99	A127.HMF10	 48-58|fibroblasts
A127.HMF10|Node1829/0/11	13	LUG	A127.HMF10|Node1829/0/11	A127.HMF10	120|pharyngeal arch
A127.HMF10|Node1838/82.2/10	23	LUG	A127.HMF10|Node1838/82.2/10	A127.HMF10	 48-58|cartilage
A127.HMF10|Node1850/79.3/62	23	LUG	A127.HMF10|Node1850/79.3/62	A127.HMF10	 48-58|cartilage
A127.HMF10|Node1894/83.9/100	5	LUG	A127.HMF10|Node1894/83.9/100	A127.HMF10	108-118|liver
A127.HMF10|Node1895/75.9/100	5	LUG	A127.HMF10|Node1895/75.9/100	A127.HMF10	108-118|liver
A127.HMF10|Node1857/0/10	14	LUG	A127.HMF10|Node1857/0/10	A127.HMF10	120|pectoral fin bud
A127.HMF10|Node1887/0/34	5	LUG	A127.HMF10|Node1887/0/34	A127.HMF10	 96-106|liver
A127.HMF10|Node1890/84.8/100	8	LUG	A127.HMF10|Node1890/84.8/100	A127.HMF10	120|periderm
A127.HMF10|Node1861/0/41	5	LUG	A127.HMF10|Node1861/0/41	A127.HMF10	108-118|liver
A127.HMF10|Node1897/91.1/98	21	LUG	A127.HMF10|Node1897/91.1/98	A127.HMF10	 48-58|cartilage
A127.HMF10|Node1931/89.3/100	1	LUG	A127.HMF10|Node1931/89.3/100	A127.HMF10	 60-70|retinal interneurons
A127.HMF10|Node1933/96.2/100	19	LUG	A127.HMF10|Node1933/96.2/100	A127.HMF10	 72-82|retinal bipolar cells
A127.HMF10|Node1942/89.3/100	1	LUG	A127.HMF10|Node1942/89.3/100	A127.HMF10	 60-70|retinal interneurons
A127.HMF10|Node1943/77.7/70	9	LUG	A127.HMF10|Node1943/77.7/70	A127.HMF10	 60-70|photoreceptors
A127.HMF10|Node1944/98.9/100	18	LUG	A127.HMF10|Node1944/98.9/100	A127.HMF10	120|photoreceptors
A127.HMF10|Node1927/87.6/94	7	LUG	A127.HMF10|Node1927/87.6/94	A127.HMF10	108-118|esophagus
A127.HMF10|Node1698/87.4/99	4	LUG	A127.HMF10|Node1698/87.4/99	A127.HMF10	 84-94|hematopoietic stem cell
A127.HMF10|Node1694/97.6/99	11	LUG	A127.HMF10|Node1694/97.6/99	A127.HMF10	 48-58|progenitors
A127.HMF10|Node1679/77.5/84	1	LUG	A127.HMF10|Node1679/77.5/84	A127.HMF10	 24-34|hindbrain
A127.HMF10|Node1653/92.2/100	3	LUG	A127.HMF10|Node1653/92.2/100	A127.HMF10	 36-46|ventral forebrain
A127.HMF10|Node1656/80.3/100	9	LUG	A127.HMF10|Node1656/80.3/100	A127.HMF10	 60-70|ionocytes
A127.HMF10|Node1660/0/27	25	LUG	A127.HMF10|Node1660/0/27	A127.HMF10	 36-46|epidermis
A127.HMF10|Node1662/84.9/96	2	LUG	A127.HMF10|Node1662/84.9/96	A127.HMF10	 36-46|epidermis
A127.HMF10|Node1633/97.7/100	6	LUG	A127.HMF10|Node1633/97.7/100	A127.HMF10	108-118|vasculature
A127.HMF10|Node1636/85/100	19	LUG	A127.HMF10|Node1636/85/100	A127.HMF10	 48-58|neurons
A127.HMF10|Node1640/84.8/100	21	LUG	A127.HMF10|Node1640/84.8/100	A127.HMF10	 96-106|fin mesenchyme
A127.HMF10|Node1644/91.7/99	20	LUG	A127.HMF10|Node1644/91.7/99	A127.HMF10	120|stromal cells
A127.HMF10|Node1646/76.3/100	13	LUG	A127.HMF10|Node1646/76.3/100	A127.HMF10	120|mesenchyme
A127.HMF10|Node1607/87/67	10	LUG	A127.HMF10|Node1607/87/67	A127.HMF10	 60-70|ionocytes
A127.HMF10|Node1596/84.2/96	2	LUG	A127.HMF10|Node1596/84.2/96	A127.HMF10	 36-46|epidermis
A127.HMF10|Node1600/83.6/57	2	LUG	A127.HMF10|Node1600/83.6/57	A127.HMF10	 48-58|epidermis
A127.HMF10|Node1599/92.3/100	7	LUG	A127.HMF10|Node1599/92.3/100	A127.HMF10	 48-58|progenitors
A127.HMF10|Node1587/83.3/11	3	LUG	A127.HMF10|Node1587/83.3/11	A127.HMF10	108-118|vasculature
A127.HMF10|Node1590/0/54	3	Legacy	A127.HMF10|Node1587/83.3/11	A127.HMF10	108-118|vasculature
A127.HMF10|Node1592/74.2/96	17	LUG	A127.HMF10|Node1592/74.2/96	A127.HMF10	 14-21|progenitors
A127.HMF10|Node1594/0/100	16	LUG	A127.HMF10|Node1594/0/100	A127.HMF10	120|intestine
A127.HMF10|Node1618/95.5/100	16	LUG	A127.HMF10|Node1618/95.5/100	A127.HMF10	 60-70|liver
A127.HMF10|Node1575/87.7/100	21	LUG	A127.HMF10|Node1575/87.7/100	A127.HMF10	 96-106|pectoral fin bud
A127.HMF10|Node1579/14.4/56	3	LUG	A127.HMF10|Node1579/14.4/56	A127.HMF10	 60-70|progenitors
A127.HMF10|Node1622/74.4/83	21	LUG	A127.HMF10|Node1622/74.4/83	A127.HMF10	 48-58|fibroblasts
A127.HMF10|Node1623/71.7/100	13	LUG	A127.HMF10|Node1623/71.7/100	A127.HMF10	120|pharyngeal arch
A127.HMF10|Node1674/0/88	21	LUG	A127.HMF10|Node1674/0/88	A127.HMF10	 48-58|cartilage
A127.HMF10|Node1680/81/100	6	LUG	A127.HMF10|Node1680/81/100	A127.HMF10	 96-106|oligodendrocytes
A127.HMF10|Node1681/75.4/100	6	LUG	A127.HMF10|Node1681/75.4/100	A127.HMF10	 96-106|oligodendrocytes
A127.HMF10|Node1406/75.9/99	18	LUG	A127.HMF10|Node1406/75.9/99	A127.HMF10	 36-46|neurons
A127.HMF10|Node1407/77.9/76	18	Legacy	A127.HMF10|Node1406/75.9/99	A127.HMF10	 36-46|neurons
A127.HMF10|Node1380/0/47	10	LUG	A127.HMF10|Node1380/0/47	A127.HMF10	 60-70|ionocytes
A127.HMF10|Node1384/70/57	8	LUG	A127.HMF10|Node1384/70/57	A127.HMF10	120|periderm
A127.HMF10|Node1385/75/100	10	LUG	A127.HMF10|Node1385/75/100	A127.HMF10	 36-46|periderm
A127.HMF10|Node1400/80.8/100	8	LUG	A127.HMF10|Node1400/80.8/100	A127.HMF10	120|periderm
A127.HMF10|Node1402/89.1/100	8	LUG	A127.HMF10|Node1402/89.1/100	A127.HMF10	120|periderm
A127.HMF10|Node1416/80.6/93	8	LUG	A127.HMF10|Node1416/80.6/93	A127.HMF10	120|periderm
A127.HMF10|Node1422/84.2/95	8	LUG	A127.HMF10|Node1422/84.2/95	A127.HMF10	120|periderm
A127.HMF10|Node1507/83.4/80	1	LUG	A127.HMF10|Node1507/83.4/80	A127.HMF10	120|hindbrain
A127.HMF10|Node1508/90.6/91	1	LUG	A127.HMF10|Node1508/90.6/91	A127.HMF10	 36-46|progenitors
A127.HMF10|Node1512/91.2/100	18	LUG	A127.HMF10|Node1512/91.2/100	A127.HMF10	 84-94|erythrocytes
A127.HMF10|Node1516/44.4/14	1	LUG	A127.HMF10|Node1516/44.4/14	A127.HMF10	120|hindbrain
A127.HMF10|Node1517/78.2/98	1	LUG	A127.HMF10|Node1517/78.2/98	A127.HMF10	120|neurons
A127.HMF10|Node1520/87/94	23	LUG	A127.HMF10|Node1520/87/94	A127.HMF10	 96-106|neurons
A127.HMF10|Node1521/46.2/94	1	LUG	A127.HMF10|Node1521/46.2/94	A127.HMF10	 96-106|retinal bipolar cells
A127.HMF10|Node1533/59.5/73	24	LUG	A127.HMF10|Node1533/59.5/73	A127.HMF10	 10-12|non-neural ectoderm
A127.HMF10|Node1537/80.3/90	24	LUG	A127.HMF10|Node1537/80.3/90	A127.HMF10	 10-12|non-neural ectoderm
A127.HMF10|Node1538/90.1/100	24	Legacy	A127.HMF10|Node1537/80.3/90	A127.HMF10	 10-12|non-neural ectoderm
A127.HMF10|Node1500/0/94	22	LUG	A127.HMF10|Node1500/0/94	A127.HMF10	  3-4|blastula
A127.HMF10|Node1490/92.8/100	8	LUG	A127.HMF10|Node1490/92.8/100	A127.HMF10	120|periderm
A127.HMF10|Node1491/74.3/85	19	LUG	A127.HMF10|Node1491/74.3/85	A127.HMF10	120|diencephalon
A127.HMF10|Node1493/79/99	1	LUG	A127.HMF10|Node1493/79/99	A127.HMF10	108-118|optic tectum
A127.HMF10|Node1494/76.5/100	5	LUG	A127.HMF10|Node1494/76.5/100	A127.HMF10	108-118|liver
A127.HMF10|Node1495/91.7/100	5	LUG	A127.HMF10|Node1495/91.7/100	A127.HMF10	108-118|liver
A127.HMF10|Node1442/81.1/26	14	LUG	A127.HMF10|Node1442/81.1/26	A127.HMF10	 36-46|progenitors
A127.HMF10|Node1444/97.3/100	16	LUG	A127.HMF10|Node1444/97.3/100	A127.HMF10	 96-106|intestine
A127.HMF10|Node1436/77.1/98	9	LUG	A127.HMF10|Node1436/77.1/98	A127.HMF10	 60-70|photoreceptors
A127.HMF10|Node1441/85.2/100	3	LUG	A127.HMF10|Node1441/85.2/100	A127.HMF10	 48-58|neurons
A127.HMF10|Node1455/85.5/98	19	LUG	A127.HMF10|Node1455/85.5/98	A127.HMF10	108-118|retinal bipolar cells
A127.HMF10|Node1464/84.1/99	20	LUG	A127.HMF10|Node1464/84.1/99	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node1467/0/100	20	LUG	A127.HMF10|Node1467/0/100	A127.HMF10	 48-58|pharyngeal arch
A127.HMF10|Node1469/0/100	4	LUG	A127.HMF10|Node1469/0/100	A127.HMF10	 84-94|hematopoietic stem cell
A127.HMF10|Node1474/94.4/99	1	LUG	A127.HMF10|Node1474/94.4/99	A127.HMF10	 96-106|neurons
A127.HMF10|Node1480/0/94	10	LUG	A127.HMF10|Node1480/0/94	A127.HMF10	120|olfactory receptor neurons
A127.HMF10|Node1481/99.6/100	10	LUG	A127.HMF10|Node1481/99.6/100	A127.HMF10	120|olfactory receptor neurons
A127.HMF10|Node1485/98.9/100	8	LUG	A127.HMF10|Node1485/98.9/100	A127.HMF10	120|periderm
A127.HMF10|Node1544/0/100	22	LUG	A127.HMF10|Node1544/0/100	A127.HMF10	 14-21|presomitic mesoderm
A127.HMF10|Node2213/81.9/84	3	LUG	A127.HMF10|Node2213/81.9/84	A127.HMF10	 36-46|progenitors
A127.HMF10|Node2178/0/44	1	LUG	A127.HMF10|Node2178/0/44	A127.HMF10	 84-94|neurons
A127.HMF10|Node2182/95.6/100	18	LUG	A127.HMF10|Node2182/95.6/100	A127.HMF10	 96-106|erythrocytes
A127.HMF10|Node2186/90.6/99	1	LUG	A127.HMF10|Node2186/90.6/99	A127.HMF10	 84-94|neurons
A127.HMF10|Node2188/76.4/100	18	LUG	A127.HMF10|Node2188/76.4/100	A127.HMF10	 36-46|erythrocytes
A127.HMF10|Node2191/85.3/100	4	LUG	A127.HMF10|Node2191/85.3/100	A127.HMF10	108-118|macrophages
A127.HMF10|Node2203/87.6/100	1	Legacy	A127.HMF10|Node2186/90.6/99	A127.HMF10	 84-94|neurons
A127.HMF10|Node2207/27.8/56	15	LUG	A127.HMF10|Node2207/27.8/56	A127.HMF10	 36-46|progenitors
A127.HMF10|Node2208/83.2/100	6	LUG	A127.HMF10|Node2208/83.2/100	A127.HMF10	 84-94|pharyngeal arch
A127.HMF10|Node2218/87.3/86	1	LUG	A127.HMF10|Node2218/87.3/86	A127.HMF10	120|neurons
A127.HMF10|Node2164/91.3/100	8	LUG	A127.HMF10|Node2164/91.3/100	A127.HMF10	120|periderm
A127.HMF10|Node2167/0/100	8	LUG	A127.HMF10|Node2167/0/100	A127.HMF10	120|periderm
A127.HMF10|Node2122/83.5/96	19	LUG	A127.HMF10|Node2122/83.5/96	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2129/0/38	19	Legacy	A127.HMF10|Node2122/83.5/96	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2130/84.8/88	19	LUG	A127.HMF10|Node2130/84.8/88	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2137/81.3/92	19	Legacy	A127.HMF10|Node2130/84.8/88	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2139/0/91	19	Legacy	A127.HMF10|Node2130/84.8/88	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2140/78.1/100	19	Legacy	A127.HMF10|Node2130/84.8/88	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2144/0/99	2	LUG	A127.HMF10|Node2144/0/99	A127.HMF10	 14-21|epidermis
A127.HMF10|Node2146/86.9/99	19	Legacy	A127.HMF10|Node2122/83.5/96	A127.HMF10	108-118|cerebellum
A127.HMF10|Node2148/0/99	19	Legacy	A127.HMF10|Node2122/83.5/96	A127.HMF10	108-118|cerebellum
