Symbol	TestNum	SigNum	HarmonicP	SigProp	MR
ap2m1a	24	13	0.00359355573878213	0.541666666666667	153.720525630119
tmod4	15	11	0.00271109459463845	0.733333333333333	153.896068825685
ENSDARG00000031435	24	14	0.0048097906762565	0.583333333333333	154.142790943982
idh1	24	14	0.00482688120041528	0.583333333333333	154.427976739968
myo18aa	22	14	0.00483069970259652	0.636363636363636	154.71263684651
tm4sf4	13	11	0.00271961948116396	0.846153846153846	155.132201686175
macroh2a1	15	12	0.00301798858639385	0.8	155.730536504566
si:dkey-19b23.12	20	12	0.00307125689027159	0.6	157.378524583248
hsd17b12a	23	14	0.00488549712937938	0.608695652173913	158.644256120416
cox8b	17	12	0.00309177675460584	0.705882352941177	159.414553915256
znf185	23	14	0.00494686136861281	0.608695652173913	159.887460421385
wasb	8	7	0.00182594631527253	0.875	160.539714712591
adss1	2	2	0.00133222325824792	1	162.588437473272
hif1al2	2	2	0.00133222325824792	1	162.588437473272
nme2b.1	24	13	0.00381066806135334	0.541666666666667	163.890207151007
iba57	5	4	0.00141500603947483	0.8	164.335023655945
ifitm1	24	14	0.00513663844957933	0.583333333333333	166.889184790387
stx11b.1	19	14	0.00518225722951074	0.736842105263158	168.985206453109
caspb	22	14	0.00522804131743131	0.636363636363636	170.926884953772
cldne	24	14	0.00524776068334229	0.583333333333333	171.697408250678
mrps15	24	14	0.00526573160312243	0.583333333333333	172.081376098635
flot1b	24	14	0.00527145193363633	0.583333333333333	172.209175133034
lmo2	13	10	0.00251434715408437	0.769230769230769	174.928556845359
anxa1b	22	12	0.00340794533050438	0.545454545454545	175.587584982538
si:ch211-250g4.3	13	10	0.00253554958337145	0.769230769230769	176.635217326557
lamtor4	24	14	0.00542378432586392	0.583333333333333	177.369670462568
si:dkey-262k9.4	7	7	0.00196729179968301	1	178.94412535761
si:ch211-212k18.7	24	14	0.00550638474680843	0.583333333333333	180.077760981194
pfn1	24	14	0.00558699753266655	0.583333333333333	182.625299452184
icn2	22	14	0.005620455136449	0.636363636363636	183.94564414522
gsr	24	14	0.00563168963080064	0.583333333333333	184.661853126194
cldn15lb	4	3	0.00154703559860214	0.75	184.672683415821
klf1	3	2	0.00149525417913874	0.666666666666667	184.959455016498
ush1c	3	3	0.00163514983893763	1	188.480768249708
vwa5a	24	13	0.00425951223991028	0.541666666666667	188.494031735755
tspan13a	2	2	0.00149875112393853	1	189.116366293349
slc29a1b	13	10	0.00269075519016703	0.769230769230769	189.736659610103
srd5a2a	11	11	0.00305168377099032	1	190.499343830891
serpinb1l3	24	13	0.00430997927677113	0.541666666666667	191.624633072056
mier2	15	11	0.00307126526779455	0.733333333333333	191.997395815672
dbi	24	13	0.00438601593533255	0.541666666666667	193.829822266853
ppifb	24	12	0.00369649401146577	0.5	195.076907910701
si:dkeyp-73b11.8	13	9	0.00228687807188486	0.692307692307692	195.184528075357
zgc:92242	24	14	0.00603374131063099	0.583333333333333	198.554778335854
gsta.1	24	13	0.004487278710111	0.541666666666667	199.022611780672
cahz	17	11	0.00320847180878941	0.647058823529412	200.751089660804
gapdh	24	12	0.00379231183266626	0.5	201.261024542756
nqo1	24	14	0.00615487866285867	0.583333333333333	202.612931472796
cxcr4b	13	10	0.00282408521072584	0.769230769230769	202.731349327133
abcb5	20	13	0.00455987919433772	0.65	202.829978060444
krt4	24	13	0.00456790344443198	0.541666666666667	203.248616231452
mterf3	19	12	0.00384318815754417	0.631578947368421	203.492014585339
ENSDARG00000053404	24	13	0.0045898106485866	0.541666666666667	203.874961679947
mal2	2	2	0.00174843892055983	1	204.90241579835
setdb2	2	2	0.00174843892055983	1	204.90241579835
si:ch211-214b16.2	2	2	0.00174843892055983	1	204.90241579835
anxa2b	7	5	0.00194421558034149	0.714285714285714	207.769102611529
nmt1b	9	8	0.00207949934407032	0.888888888888889	208.365064250224
ell2	24	14	0.00636556726106918	0.583333333333333	208.710325571113
gbgt1l4	20	13	0.00475892074605473	0.65	211.447392984638
zgc:158846	12	9	0.00244951620830649	0.75	212.089603705604
hdr	3	3	0.001824676107398	1	213.241646964189
soul2	22	13	0.00483994362105075	0.590909090909091	215.429802952145
si:dkey-41c6.3	2	2	0.00177617430864905	1	215.986110664552
trim35-20	2	2	0.00177617430864905	1	215.986110664552
slc4a1a	8	8	0.00222090547353772	1	218.259020432146
wnk4b	13	11	0.00346967806565699	0.846153846153846	220.69209319774
capgb	24	13	0.00492404204916804	0.541666666666667	221.65288177689
epdl2	13	9	0.00259688254056018	0.692307692307692	222.647703783354
anks4b	3	3	0.00184471725255406	1	223.013452509036
afp4.1	18	11	0.00351729026234408	0.611111111111111	224.127196029398
tbcelb	15	11	0.00352017166805558	0.733333333333333	224.552889092971
